CodiceBambino,Gruppo,DC,SO,MC,CI,CR,VC,LN,RM,CO,RS,QI.totale,IndiceComprensioneVerbale,IndiceRagionamentoPercettivo,IndiceMemoriaLavoro,IndiceVelocitaElaborazione
3182,DSA,9,11,11,10,7,10,13,10,10,9,100,102,98,112,88
3183,DSA,5,7,5,10,3,10,10,12,11,4,81,96,94,85,62
3184,DSA,4,3,9,7,5,6,6,6,6,8,68,70,72,85,80
3185,DSA,9,13,10,12,5,17,9,9,12,6,102,124,100,97,74
3186,DSA,12,11,9,7,8,10,6,9,11,13,97,104,96,85,103
3187,DSA,11,12,5,14,6,11,8,9,13,6,96,112,109,79,77
3188,DSA,16,13,6,10,6,10,10,16,10,9,105,106,126,88,85
3189,DSA,9,8,4,13,8,6,6,8,8,7,81,84,100,70,85
3190,DSA,9,13,8,7,7,13,11,11,14,11,103,120,94,97,94
3191,DSA,6,11,9,10,11,8,10,10,7,13,96,92,91,97,112
3192,DSA,12,7,10,12,8,7,11,17,10,12,105,88,124,103,100
3193,DSA,12,10,10,8,5,14,10,8,16,3,97,120,96,100,65
3194,DSA,15,16,10,15,8,17,9,11,15,10,121,135,124,97,94
3195,DSA,11,11,5,13,5,8,8,14,15,9,99,108,117,79,82
3196,DSA,7,11,6,11,4,11,6,6,6,2,76,96,87,76,59
3197,DSA,12,12,9,11,6,8,6,14,4,9,93,88,115,85,85
3198,DSA,11,9,9,14,9,12,8,14,7,9,102,96,119,91,94
3199,DSA,10,7,8,3,8,8,8,10,10,9,85,90,85,88,91
3200,DSA,16,13,10,9,6,13,10,17,13,6,110,118,126,100,77
3201,DSA,11,12,8,15,5,11,11,17,12,11,110,110,128,97,88
3202,DSA,9,9,6,8,9,7,11,10,8,10,89,88,94,91,97
3203,DSA,8,4,13,11,6,5,13,11,7,10,90,72,100,118,88
3204,DSA,8,10,5,10,8,12,9,9,16,6,94,116,94,82,82
3205,DSA,11,9,3,15,1,9,5,8,10,6,81,96,109,65,62
3206,DSA,6,12,12,16,7,12,14,14,12,12,114,112,113,118,97
3207,DSA,9,12,8,8,8,13,9,10,15,6,98,120,94,91,82
3208,DSA,10,13,12,6,10,14,13,10,14,6,106,122,91,115,88
3209,DSA,14,14,7,10,8,11,8,11,14,7,103,118,111,85,85
3210,DSA,12,12,8,11,8,10,9,12,17,10,107,118,111,91,94
3211,DSA,6,11,9,7,8,11,7,5,11,6,85,106,74,88,82
3212,DSA,13,9,12,7,12,8,10,10,7,12,100,88,100,106,112
3213,DSA,11,7,9,10,7,9,7,11,7,10,90,86,104,88,91
3214,DSA,8,11,9,12,7,10,5,10,10,7,91,102,100,82,82
3215,DSA,13,11,12,14,5,13,8,15,15,7,110,118,126,100,77
3216,DSA,6,6,9,9,6,8,8,7,13,11,86,94,83,91,91
3217,DSA,8,9,11,10,10,14,7,10,12,10,101,110,96,94,100
3218,DSA,11,9,9,10,8,11,13,9,12,9,101,104,100,106,91
3219,DSA,10,15,8,10,10,12,9,9,16,8,106,126,98,91,94
3220,DSA,13,11,8,15,13,11,9,17,7,12,113,98,132,91,115
3221,DSA,10,8,9,7,6,10,10,6,8,2,81,92,85,97,65
3222,DSA,6,11,8,10,12,12,7,7,10,7,92,106,85,85,97
3223,DSA,12,6,3,14,7,7,2,12,4,10,81,74,117,56,91
3224,DSA,16,11,8,13,7,13,7,14,8,8,104,104,128,85,85
3225,DSA,11,10,6,14,7,16,6,10,11,9,100,114,111,76,88
3226,DSA,14,7,6,14,9,10,8,10,7,10,96,88,117,82,97
3227,DSA,13,10,9,14,8,13,7,6,10,9,99,106,106,88,91
3228,DSA,6,12,9,8,12,13,9,10,10,10,99,110,87,94,106
3229,DSA,12,10,8,13,11,10,11,12,12,10,107,104,115,97,103
3230,DSA,7,11,12,11,3,12,9,13,13,8,99,112,102,103,74
3231,DSA,14,10,10,10,12,8,8,10,15,14,109,106,109,94,118
3232,DSA,18,13,9,14,10,12,9,10,16,7,115,122,126,94,91
3233,DSA,11,15,10,9,9,15,7,11,10,9,105,120,102,91,94
3234,DSA,12,12,11,13,10,7,10,13,12,9,107,102,117,103,97
3235,DSA,6,9,7,9,15,9,8,12,9,11,96,94,94,85,118
3236,DSA,4,9,9,9,5,8,7,5,5,3,71,84,74,88,65
3237,DSA,7,13,11,16,11,10,8,10,12,12,108,110,106,97,109
3238,DSA,7,8,8,6,4,7,7,11,8,6,77,86,87,85,71
3239,DSA,8,8,10,9,7,10,8,11,15,11,98,106,96,94,94
3240,DSA,7,8,5,11,8,14,9,11,15,11,99,114,98,82,97
3241,DSA,15,11,7,14,3,10,13,16,13,8,108,108,132,100,74
3242,DSA,12,8,12,11,8,10,9,10,6,7,94,88,106,103,85
3243,DSA,11,10,8,11,4,10,8,9,9,7,89,98,102,88,74
3244,DSA,9,8,8,9,6,9,7,6,8,5,80,90,87,85,74
3245,DSA,16,11,9,11,14,11,8,15,11,14,116,106,126,91,123
3246,DSA,10,10,14,15,8,13,7,6,14,7,103,114,102,103,85
3247,DSA,11,10,5,13,13,11,11,11,13,14,110,108,111,88,120
3248,DSA,14,14,10,14,11,13,9,7,13,11,113,120,111,97,106
3249,DSA,15,11,10,12,14,12,11,12,13,8,115,112,119,103,106
3250,DSA,13,14,9,7,7,17,9,14,18,8,113,137,109,94,85
3251,DSA,10,12,10,12,4,10,6,12,13,11,100,110,109,88,85
3252,DSA,15,10,14,9,17,13,14,13,12,10,122,110,115,124,120
3253,DSA,10,17,7,12,9,11,8,8,18,9,107,131,100,85,94
3254,DSA,10,10,10,13,10,9,13,11,10,8,103,98,109,109,94
3255,DSA,10,13,7,13,9,14,8,12,15,13,111,124,111,85,106
3256,DSA,6,4,4,11,9,4,9,9,7,2,72,70,91,79,74
3257,DSA,12,8,9,9,10,7,10,9,6,12,94,82,100,97,106
3258,DSA,10,9,8,12,8,13,4,10,10,9,94,104,104,76,91
3259,DSA,10,12,9,10,10,10,2,10,9,7,91,102,100,73,91
3260,DSA,9,8,8,7,13,6,9,6,5,11,85,78,83,91,112
3261,DSA,7,9,11,8,2,7,8,8,7,7,79,86,85,97,68
3262,DSA,17,11,3,14,8,13,9,10,9,14,106,106,124,76,106
3263,DSA,9,17,13,12,8,13,8,10,14,10,111,128,102,103,94
3264,DSA,12,8,5,9,9,6,5,9,9,10,85,86,100,70,97
3265,DSA,11,13,11,10,9,14,7,12,8,5,100,110,106,94,82
3266,DSA,10,14,8,14,9,7,12,10,14,12,108,110,109,100,103
3267,DSA,10,9,3,8,10,11,7,9,10,10,89,100,94,70,100
3268,DSA,10,8,10,12,8,11,7,5,14,7,94,106,94,91,85
3269,DSA,11,11,9,16,13,11,15,11,18,13,123,120,117,112,118
3270,DSA,15,14,9,10,6,16,12,17,19,10,123,137,126,103,88
3271,DSA,12,13,6,12,10,16,7,12,13,11,110,124,113,79,103
3272,DSA,10,7,6,8,7,6,7,11,8,6,81,82,98,79,80
3273,DSA,12,11,11,10,9,11,10,12,8,9,102,100,109,103,94
3274,DSA,9,11,9,6,6,9,8,8,13,7,89,106,85,91,80
3275,DSA,14,14,9,13,10,14,12,16,15,11,123,126,128,103,103
3276,DSA,16,16,7,14,4,15,12,15,13,9,117,128,132,97,80
3277,DSA,7,6,9,12,5,9,12,4,9,9,85,88,85,103,82
3278,DSA,13,12,9,9,6,11,11,8,10,10,99,106,100,100,88
3279,DSA,6,10,7,11,5,7,7,8,11,5,81,96,89,82,71
3280,DSA,14,16,8,13,8,15,10,12,15,11,118,131,119,94,97
3281,DSA,9,8,9,9,12,7,3,6,16,14,94,102,87,76,118
3282,DSA,8,8,7,8,12,11,6,7,8,10,88,94,85,79,106
3283,DSA,13,8,9,12,6,11,9,14,13,9,103,104,119,94,85
3284,DSA,11,9,3,9,8,4,4,11,9,6,79,84,102,62,82
3285,DSA,8,10,6,10,11,12,8,6,11,9,93,106,87,82,100
3286,DSA,9,8,10,11,9,11,8,12,11,10,99,100,104,94,97
3287,DSA,12,10,8,9,6,10,10,9,14,10,98,108,100,94,88
3288,DSA,5,7,7,10,10,7,4,8,7,7,77,82,85,73,91
3289,DSA,13,11,12,9,12,15,11,14,19,11,122,129,113,109,109
3290,DSA,10,15,11,14,11,11,9,11,14,7,110,120,111,100,94
3291,DSA,8,7,9,4,8,9,8,8,10,11,85,92,78,91,97
3292,DSA,10,7,9,11,11,8,9,9,7,11,94,84,100,94,106
3293,DSA,8,12,9,14,12,12,6,13,14,9,107,116,111,85,103
3294,DSA,8,11,7,15,13,11,9,10,13,11,106,110,106,88,112
3295,DSA,10,16,7,14,9,12,9,13,10,12,110,116,115,88,103
3296,DSA,14,8,4,9,10,10,6,10,6,10,89,88,106,70,100
3297,DSA,9,6,6,11,13,8,7,9,7,10,89,82,98,79,109
3298,DSA,8,8,8,12,6,9,9,8,13,5,89,100,96,91,74
3299,DSA,7,6,5,8,5,7,7,3,9,8,72,84,74,76,80
3300,DSA,15,12,9,13,9,11,10,11,11,12,110,108,119,97,103
3301,DSA,8,5,13,12,9,5,8,9,1,9,83,63,98,103,94
3302,DSA,8,4,11,8,9,9,13,7,7,9,88,80,85,112,94
3303,DSA,15,10,7,8,14,14,10,13,12,8,109,112,113,91,106
3304,DSA,9,7,11,11,12,12,12,12,10,11,106,98,104,109,109
3305,DSA,14,10,5,7,8,13,1,11,16,11,97,118,104,59,97
3306,DSA,8,7,11,5,7,9,13,11,7,11,91,86,87,112,94
3307,DSA,14,11,8,10,12,12,11,9,10,12,107,106,106,97,112
3308,DSA,10,11,8,5,14,12,5,11,14,13,102,114,91,79,120
3309,DSA,14,15,10,17,12,10,10,14,9,9,116,108,132,100,103
3310,DSA,13,10,9,9,10,7,8,11,11,8,97,96,106,91,94
3311,DSA,15,13,5,13,8,12,8,12,14,7,106,118,121,79,85
3312,DSA,12,7,7,11,14,8,8,10,15,14,105,100,106,85,123
3313,DSA,11,9,7,11,7,13,7,12,12,7,97,108,109,82,82
3314,DSA,6,8,13,2,11,8,16,9,14,9,97,100,72,127,100
3315,DSA,11,9,5,8,7,11,8,12,9,10,92,98,102,79,91
3316,DSA,5,13,10,12,8,14,12,10,13,12,107,120,94,106,100
3317,DSA,11,9,8,12,9,6,12,11,7,15,100,84,109,100,112
3318,DSA,10,12,8,9,10,9,8,9,10,13,98,102,96,88,109
3319,DSA,10,13,11,13,9,17,16,9,19,8,120,137,104,121,91
3320,DSA,8,12,8,9,10,9,7,13,12,10,98,106,100,85,100
3321,DSA,9,13,7,6,8,10,6,6,8,8,85,102,81,79,88
3322,DSA,10,12,9,12,9,9,9,9,15,13,106,112,102,94,106
3323,DSA,11,11,11,6,12,11,12,12,14,13,110,112,98,109,115
3324,DSA,8,9,9,9,7,11,7,7,12,9,90,104,87,88,88
3325,DSA,10,11,12,14,9,9,10,12,9,9,104,98,113,106,94
3326,DSA,8,7,6,7,10,8,10,12,11,10,91,92,94,88,100
3327,DSA,5,4,6,7,3,9,5,7,6,8,68,78,76,73,74
3328,DSA,10,14,3,11,3,17,7,10,11,14,100,124,102,70,91
3329,DSA,12,13,11,12,8,12,11,15,16,13,119,122,119,106,103
3330,DSA,10,6,4,13,11,3,8,10,10,10,88,78,106,76,103
3331,DSA,11,9,3,9,6,8,4,4,11,5,76,96,87,62,74
3332,DSA,8,10,9,8,12,11,14,8,14,16,108,110,87,109,123
3333,DSA,8,11,10,8,9,8,12,10,13,9,98,104,91,106,94
3334,DSA,12,10,9,13,8,10,8,11,9,7,98,98,113,91,85
3335,DSA,7,6,7,12,12,8,16,11,9,12,100,86,100,109,112
3336,DSA,5,9,5,6,4,7,9,5,6,2,66,84,70,82,59
3337,DSA,9,12,5,9,5,13,8,14,10,9,95,110,104,79,82
3338,DSA,11,10,2,10,8,10,6,8,8,12,88,96,98,65,100
3339,DSA,14,7,6,10,5,10,11,9,9,10,93,92,106,91,85
3340,DSA,14,12,13,13,2,14,6,13,8,2,98,108,121,97,53
3341,DSA,14,14,11,12,10,13,15,12,14,13,123,122,117,118,109
3342,DSA,17,17,10,11,10,13,13,15,13,9,123,126,128,109,97
3343,DSA,8,12,7,12,10,15,15,15,16,12,118,126,111,106,106
3344,DSA,11,6,8,6,8,10,8,9,8,9,86,88,91,88,91
3345,DSA,12,5,9,8,4,6,8,4,10,10,81,82,87,91,82
3346,DSA,11,13,6,13,6,9,9,8,11,9,96,106,104,85,85
3347,DSA,11,7,9,9,2,8,9,9,12,5,85,94,98,94,62
3348,DSA,7,8,10,8,9,9,6,9,9,9,87,92,87,88,94
3349,DSA,13,9,13,12,9,9,8,13,11,9,105,98,117,103,94
3350,DSA,9,9,8,7,11,10,9,10,12,10,96,102,91,91,103
3351,DSA,15,12,12,12,4,14,9,11,13,9,109,118,117,103,80
3352,DSA,9,11,7,9,9,12,10,9,10,9,96,106,94,91,94
3353,DSA,13,12,6,11,3,13,9,12,15,4,98,120,113,85,62
3354,DSA,13,12,10,12,7,12,8,10,13,10,106,114,111,94,91
3355,DSA,13,10,7,11,10,10,6,12,5,10,95,90,113,79,100
3356,DSA,14,9,7,12,9,8,10,12,11,8,100,96,117,91,91
3357,DSA,6,9,7,10,5,11,7,8,12,8,86,104,87,82,80
3358,DSA,9,11,6,12,3,7,11,11,13,6,91,102,104,91,68
3359,DSA,9,9,9,12,3,9,3,12,3,6,80,82,106,76,68
3360,DSA,12,13,6,11,4,9,8,11,14,7,96,112,109,82,74
3361,DSA,6,7,8,10,10,8,8,8,7,9,85,84,87,88,97
3362,DSA,7,8,14,9,13,7,11,10,5,12,97,80,91,115,115
3363,DSA,9,13,7,10,4,11,5,10,9,7,88,106,98,76,74
3364,DSA,14,12,9,12,7,12,7,12,12,12,107,112,117,88,97
3365,DSA,6,8,6,9,7,9,8,15,6,4,82,86,100,82,74
3366,DSA,8,7,3,9,4,10,8,9,10,7,80,94,91,73,74
3367,DSA,10,8,9,11,7,10,13,4,10,8,92,96,89,106,85
3368,DSA,8,11,5,8,7,8,4,6,8,4,75,94,83,67,74
3369,DSA,13,17,6,10,6,16,5,11,15,7,105,135,109,73,80
3370,DSA,14,14,13,10,11,11,8,14,16,13,119,122,117,103,112
3371,DSA,9,10,7,14,3,14,10,14,12,10,102,112,115,91,80
3372,DSA,15,11,9,14,7,11,11,14,13,11,113,110,128,100,94
3373,DSA,8,4,7,8,8,5,6,10,7,13,81,72,91,79,103
3374,DSA,12,12,10,14,10,12,8,14,17,10,115,122,121,94,100
3375,DSA,14,13,10,11,10,14,12,16,9,10,115,112,124,106,100
3376,DSA,11,12,10,12,9,12,6,11,10,9,102,108,109,88,94
3377,DSA,6,11,8,13,6,13,2,8,12,7,89,112,94,70,80
3378,DSA,12,13,10,11,9,12,11,11,12,15,113,114,109,103,112
3379,DSA,15,9,11,10,11,11,8,10,14,5,103,108,111,97,88
3380,DSA,12,12,12,11,10,10,11,14,11,12,112,106,115,109,106
3381,DSA,11,8,9,11,2,10,6,11,15,3,89,106,106,85,56
3382,DSA,10,6,5,8,9,8,7,10,12,10,88,92,96,76,97
3383,DSA,11,12,5,7,12,7,5,6,12,13,92,102,87,70,115
3384,DSA,10,11,8,13,4,12,10,13,13,4,98,112,113,94,65
3385,DSA,9,7,12,13,10,9,15,7,10,5,98,92,98,121,85
3386,DSA,10,11,8,15,8,7,10,9,16,5,99,108,109,94,80
3387,DSA,11,12,5,10,7,12,8,9,11,7,94,110,100,79,82
3388,DSA,10,14,7,12,6,11,6,12,8,9,96,106,109,79,85
3389,DSA,11,8,7,16,6,8,4,11,10,11,94,92,117,73,91
3390,DSA,8,11,6,8,6,12,6,8,12,8,88,110,87,76,82
3391,DSA,11,11,9,11,9,15,8,11,13,8,105,118,106,91,91
3392,DSA,6,10,13,8,10,15,11,10,15,11,107,120,87,112,103
3393,DSA,12,12,10,11,9,10,12,15,13,12,113,110,117,106,103
3394,DSA,6,12,8,13,10,12,10,11,9,13,103,106,100,94,109
3395,DSA,12,10,9,10,5,9,5,15,10,9,95,98,115,82,82
3396,DSA,12,10,7,12,15,9,10,13,8,12,106,94,115,91,120
3397,DSA,10,7,10,11,7,10,7,9,9,10,92,92,100,91,91
3398,DSA,12,10,11,14,11,12,12,14,14,11,117,112,121,109,106
3399,DSA,5,7,9,7,12,8,12,8,11,11,92,92,78,103,109
3400,DSA,10,6,6,9,13,10,9,11,10,7,93,92,100,85,100
3401,DSA,10,11,8,11,11,17,8,9,11,3,99,118,100,88,82
3402,DSA,16,6,5,11,8,6,3,10,10,9,87,84,115,65,91
3403,DSA,11,11,13,9,7,13,11,10,10,9,103,108,100,112,88
3404,DSA,10,6,8,10,12,9,7,9,11,6,90,92,98,85,94
3405,DSA,13,7,10,15,5,9,9,9,9,10,97,90,115,97,85
3406,DSA,12,12,9,11,10,12,9,14,14,12,112,116,115,94,106
3407,DSA,10,9,2,12,1,9,6,9,9,7,79,94,102,65,65
3408,DSA,16,10,10,12,10,10,10,10,15,13,113,110,117,100,109
3409,DSA,11,8,10,10,8,10,10,11,9,9,97,94,104,100,91
3410,DSA,12,8,6,13,11,6,8,14,13,14,104,94,119,82,115
3411,DSA,13,11,10,7,7,13,8,8,9,12,98,106,96,94,97
3412,DSA,7,8,8,14,10,9,9,6,9,12,94,92,94,91,106
3413,DSA,9,11,7,13,8,14,8,14,18,10,110,126,113,85,94
3414,DSA,16,13,7,12,9,13,8,16,19,10,119,129,130,85,97
3415,DSA,12,10,5,15,9,3,6,11,9,9,91,84,117,73,94
3416,DSA,11,11,10,9,8,11,11,9,12,11,102,108,98,103,97
3417,DSA,12,7,8,10,11,9,10,11,10,7,96,92,106,94,94
3418,DSA,8,8,6,7,9,6,6,12,12,10,87,92,94,76,97
3419,DSA,5,8,6,10,10,5,3,5,6,11,75,78,78,67,103
3420,DSA,12,15,14,17,11,14,9,14,11,13,124,120,128,109,112
3421,DSA,11,15,14,8,10,17,11,11,10,9,113,124,100,115,97
3422,DSA,11,9,3,5,7,6,5,11,10,7,79,90,94,65,82
3423,DSA,11,11,9,13,5,10,6,9,14,6,95,110,106,85,74
3424,DSA,9,9,10,11,9,9,11,10,10,6,95,96,100,103,85
3425,DSA,8,6,8,8,8,8,4,12,7,5,79,82,96,76,80
3426,DSA,11,13,8,14,8,11,7,6,11,7,97,110,102,85,85
3427,DSA,8,9,7,9,3,8,5,12,11,7,83,96,98,76,71
3428,DSA,8,12,8,10,8,11,9,12,12,10,100,110,100,91,94
3429,DSA,8,5,6,9,8,8,8,8,9,10,83,84,89,82,94
3430,DSA,7,5,13,10,12,6,11,14,11,11,100,84,102,112,109
3431,DSA,13,10,11,14,8,15,10,9,12,8,108,114,113,103,88
3432,DSA,12,14,9,12,10,5,7,10,6,10,96,90,109,88,100
3433,DSA,8,7,9,15,4,6,9,10,1,10,83,69,106,94,82
3434,DSA,6,11,6,11,8,12,4,10,11,9,90,108,94,70,91
3435,DSA,7,8,4,10,6,11,6,12,9,10,86,96,98,70,88
3436,DSA,9,13,11,14,11,12,13,10,14,14,117,118,106,112,115
3437,DSA,9,10,6,13,6,9,6,9,9,11,90,96,102,76,91
3438,DSA,10,7,6,9,7,9,7,9,7,8,83,86,96,79,85
3439,DSA,12,13,2,17,12,15,4,9,8,9,101,112,117,59,103
3440,DSA,13,9,8,11,7,8,8,8,9,9,92,92,104,88,88
3441,DSA,11,9,5,10,12,10,8,15,8,10,98,94,113,79,106
3442,DSA,12,10,6,8,9,10,7,14,10,8,95,100,109,79,91
3443,DSA,10,7,4,13,10,10,10,6,10,11,93,94,98,82,103
3444,DSA,6,8,10,12,9,8,8,10,5,9,88,82,96,94,94
3445,DSA,13,11,12,11,10,14,9,10,14,7,109,118,109,103,91
3446,DSA,10,9,9,15,9,8,10,9,10,6,96,94,109,97,85
3447,DSA,12,9,9,13,15,15,8,13,12,15,117,112,117,91,129
3448,DSA,5,4,3,7,4,8,9,9,6,9,71,76,81,76,80
3449,DSA,8,13,9,12,13,11,6,8,12,14,105,112,96,85,120
3450,DSA,9,7,6,12,9,11,9,9,11,8,93,98,100,85,91
3451,DSA,7,8,5,8,10,11,9,7,15,2,85,108,83,82,77
3452,DSA,8,10,3,9,11,8,5,9,9,6,82,94,91,65,91
3453,DSA,8,12,6,12,5,13,12,8,17,7,100,124,96,94,77
3454,DSA,4,10,2,10,3,13,8,7,14,9,84,114,81,70,77
3455,DSA,13,11,9,16,13,12,8,12,11,8,110,108,124,91,103
3456,DSA,7,9,6,14,10,8,7,9,12,11,94,98,100,79,103
3457,DSA,7,4,7,9,11,7,8,11,10,13,89,82,94,85,112
3458,DSA,12,7,3,10,14,11,9,11,12,10,99,100,106,76,112
3459,DSA,10,14,10,12,12,13,10,6,12,14,110,118,96,100,118
3460,DSA,12,11,10,14,6,13,9,13,12,8,106,112,119,97,82
3461,DSA,9,5,7,6,8,8,7,10,8,7,80,82,89,82,85
3462,DSA,16,12,10,11,13,10,13,14,13,13,120,110,124,109,118
3463,DSA,10,13,11,14,10,13,12,9,17,9,115,126,106,109,97
3464,DSA,10,7,10,14,8,11,8,10,7,10,96,90,109,94,94
3465,DSA,13,15,8,13,8,13,12,10,15,9,113,126,113,100,91
3466,DSA,11,11,3,8,6,12,4,11,17,11,95,120,100,62,91
3467,DSA,8,10,8,8,5,13,10,8,19,9,98,124,87,94,82
3468,DSA,12,15,7,11,8,11,8,13,14,8,106,120,113,85,88
3469,DSA,9,9,6,11,5,7,5,6,12,12,85,96,91,73,91
3470,DSA,12,9,8,14,2,9,10,12,11,4,93,98,117,94,59
3471,DSA,15,15,7,11,12,10,8,16,15,12,117,120,126,85,112
3472,DSA,8,10,9,7,9,11,12,12,9,10,98,100,94,103,97
3473,DSA,11,8,6,10,6,13,5,9,8,8,87,98,100,73,82
3474,DSA,11,12,9,16,15,11,11,8,18,14,120,122,111,100,126
3475,DSA,9,11,14,13,4,12,11,14,11,5,103,108,113,115,68
3476,DSA,12,10,6,16,6,14,8,11,9,7,99,106,119,82,80
3477,DSA,8,13,9,15,12,15,8,13,12,12,114,120,113,91,112
3478,DSA,8,8,8,12,12,11,10,10,12,15,105,102,100,94,120
3479,DSA,12,11,7,15,5,13,10,14,14,8,107,116,124,91,80
3480,DSA,11,14,11,11,6,10,10,8,11,8,100,110,100,103,82
3481,DSA,11,8,9,14,15,7,10,11,9,10,103,88,113,97,115
3482,DSA,12,9,10,17,9,11,6,7,10,15,105,100,113,88,112
3483,DSA,10,15,10,12,7,9,9,10,10,9,101,108,104,97,88
3484,DSA,11,10,5,9,12,12,10,16,10,12,106,104,113,85,112
3485,DSA,12,13,8,13,8,10,8,16,19,11,115,124,124,88,97
3486,DSA,10,13,13,11,3,8,6,7,9,6,89,100,96,97,68
3487,DSA,14,13,9,12,8,13,10,11,14,8,110,120,115,97,88
3488,DSA,8,7,6,10,10,8,8,12,7,7,86,84,100,82,91
3489,DSA,6,7,6,11,3,1,5,9,4,5,65,65,91,73,65
3490,DSA,13,8,5,12,12,10,4,13,8,11,97,92,117,67,109
3491,DSA,17,10,8,9,7,14,12,9,13,6,104,114,111,100,80
3492,DSA,6,10,7,9,5,8,4,7,9,8,78,94,83,73,80
3493,DSA,16,11,10,8,9,11,10,13,11,10,107,106,115,100,97
3494,DSA,9,9,6,11,13,9,9,12,14,11,102,104,104,85,112
3495,DSA,9,11,7,14,9,9,7,11,13,8,98,106,109,82,91
3496,DSA,13,9,10,10,6,8,6,11,5,10,90,84,109,88,88
3497,DSA,6,8,7,11,12,10,10,9,6,14,94,88,91,91,118
3498,DSA,14,9,11,11,7,8,11,5,8,9,94,90,100,106,88
3499,DSA,10,9,8,7,13,11,9,9,9,11,97,98,91,91,112
3500,DSA,11,14,13,13,3,16,7,10,15,9,109,129,109,100,77
3501,DSA,2,12,9,8,7,14,8,6,9,6,85,110,70,91,80
3502,DSA,14,15,9,10,12,13,11,12,12,12,116,120,113,100,112
3503,DSA,10,13,9,11,12,13,7,8,14,13,108,120,98,88,115
3504,DSA,9,10,12,7,7,12,9,4,11,10,93,106,78,103,91
3505,DSA,15,13,12,13,12,11,8,14,9,13,116,106,126,100,115
3506,DSA,12,11,9,13,9,15,10,13,9,6,106,110,117,97,85
3507,DSA,14,15,12,12,7,15,9,9,12,11,113,124,111,103,94
3508,DSA,11,8,8,9,5,4,5,8,8,9,80,80,96,79,82
3509,DSA,15,9,7,8,8,14,5,14,15,12,106,116,115,76,100
3510,DSA,11,9,12,12,8,8,10,9,12,14,104,98,104,106,106
3511,DSA,14,10,5,14,7,10,6,15,9,13,102,98,128,73,100
3512,DSA,10,11,8,7,8,10,10,10,10,10,95,102,94,94,94
3513,DSA,7,15,3,8,10,10,10,9,9,16,98,108,87,79,118
3514,DSA,9,7,5,11,11,10,10,11,5,12,93,84,102,85,109
3515,DSA,9,6,6,6,6,6,7,4,13,5,74,90,76,79,74
3516,DSA,8,13,8,11,4,11,8,8,14,7,94,116,94,88,74
3517,DSA,9,10,10,13,6,10,5,10,12,8,94,104,104,85,82
3518,DSA,8,12,5,12,11,12,12,14,14,12,110,116,109,91,109
3519,DSA,14,10,5,15,13,11,7,13,10,15,110,102,126,76,123
3520,DSA,12,11,9,13,8,11,11,12,9,10,105,102,115,100,94
3521,DSA,16,8,8,11,2,9,10,15,10,11,100,94,126,94,80
3522,DSA,12,11,10,14,4,13,14,14,8,9,107,104,121,112,80
3523,DSA,14,9,13,7,10,10,11,17,11,7,107,100,117,112,91
3524,DSA,11,11,8,16,11,13,7,13,15,10,112,118,121,85,103
3525,DSA,14,11,7,8,8,7,12,12,9,12,100,94,109,97,100
3526,DSA,14,8,8,11,5,10,6,8,10,3,86,96,106,82,65
3527,DSA,16,12,11,10,10,16,7,14,11,8,112,118,121,94,94
3528,DSA,15,12,10,16,14,13,12,13,12,13,124,114,130,106,120
3529,DSA,14,12,5,11,9,16,6,12,13,8,105,122,115,73,91
3530,DSA,12,14,7,14,10,16,9,8,13,10,110,126,109,88,100
3531,DSA,16,14,10,13,9,10,10,14,13,10,115,114,128,100,97
3532,DSA,10,11,7,14,9,13,10,12,14,6,105,116,113,91,85
3533,DSA,4,8,7,12,9,7,9,9,10,11,89,90,89,88,100
3534,DSA,12,12,10,11,8,13,12,9,11,9,106,112,104,106,91
3535,DSA,6,12,5,6,9,16,10,9,19,8,100,133,81,85,91
3536,DSA,11,5,5,10,4,8,10,13,2,7,80,70,109,85,74
3537,DSA,8,8,8,7,9,7,8,10,9,10,87,88,89,88,97
3538,DSA,9,5,9,10,8,9,11,11,8,8,90,84,100,100,88
3539,DSA,8,6,7,13,4,8,10,10,4,11,85,76,102,91,85
3540,DSA,13,11,7,9,7,10,8,8,15,6,95,112,100,85,80
3541,DSA,13,5,10,7,9,9,7,12,10,6,90,88,104,91,85
3542,DSA,12,12,6,6,7,13,8,10,13,12,99,116,96,82,97
3543,DSA,15,15,9,9,7,11,10,12,10,6,103,112,113,97,80
3544,DSA,10,10,8,13,14,12,8,13,13,11,110,110,113,88,115
3545,DSA,12,16,8,12,8,12,8,6,12,9,102,120,100,88,91
3546,DSA,6,10,7,4,10,8,7,11,11,9,86,98,81,82,97
3547,DSA,10,16,9,11,8,8,8,13,9,9,101,106,109,91,91
3548,DSA,10,7,9,12,8,3,7,9,5,9,83,70,102,88,91
3549,DSA,14,15,8,5,6,10,6,5,9,9,89,108,87,82,85
3550,DSA,11,8,4,11,13,10,9,9,10,8,94,96,102,79,103
3551,DSA,8,10,7,11,7,10,7,10,12,9,93,104,98,82,88
3552,DSA,11,7,8,13,9,7,11,15,11,9,101,90,119,97,94
3553,DSA,8,8,6,10,10,10,10,8,9,13,94,94,91,88,109
3554,DSA,11,10,9,16,10,10,10,13,14,10,110,108,121,97,100
3555,DSA,11,6,10,12,9,10,12,13,9,2,95,90,113,106,74
3556,DSA,9,12,6,14,10,8,5,16,9,13,102,98,119,73,109
